Region,Date,Temperature_C,Precipitation_mm,Humidity_percent,Min_Temperature_C,Max_Temperature_C,Wind_Speed_kmh,Atmospheric_Pressure_hPa,Heat_Index_C
Maharashtra,2024-02-16,18.1,0.0,45.3,17.3,21.7,16.1,943.1,18.1
Manipur,2024-02-16,8.6,0.0,70.6,3.0,13.9,6.3,925.6,8.6
Meghalaya,2024-02-16,6.0,0.0,79.3,2.1,9.5,8.9,867.9,6.0
Mizoram,2024-02-16,11.4,0.4,80.7,8.6,13.7,8.6,905.5,11.4
Nagaland,2024-02-16,7.4,0.0,81.8,-0.2,17.6,12.5,877.9,7.4
Odisha,2024-02-16,24.2,1.3,64.5,16.3,30.0,5.6,1010.2,24.2
Punjab,2024-02-16,14.6,11.8,46.2,9.2,18.3,7.8,975.9,14.6
Rajasthan,2024-02-16,15.3,1.2,15.0,-1.0,30.7,9.7,972.4,15.3
Sikkim,2024-02-16,-8.2,0.0,75.9,-18.9,1.7,35.6,790.6,-8.2
Tamil Nadu,2024-02-16,26.6,0.0,82.4,24.1,25.3,16.5,1010.5,26.6
Telangana,2024-02-16,19.2,1.0,46.0,10.3,29.2,8.9,960.6,19.2
Tripura,2024-02-16,26.9,0.6,59.9,19.7,36.4,8.6,1001.3,26.9
Uttar Pradesh,2024-02-16,20.1,1.6,49.2,13.3,23.7,10.5,1001.9,20.1
Uttarakhand,2024-02-16,2.7,0.0,66.2,-4.1,8.0,37.0,866.3,2.7
West Bengal,2024-02-16,22.3,0.1,78.4,18.6,26.0,8.9,1025.9,22.3
Andaman and Nicobar Islands,2024-02-16,28.1,0.7,98.0,23.6,31.3,12.0,1006.7,36.1
Chandigarh,2024-02-16,20.9,0.0,47.0,15.0,27.0,5.6,975.7,20.9
Dadra and Nagar Haveli and Daman and Diu,2024-02-16,28.8,0.0,82.3,24.1,34.1,17.9,1026.9,34.6
Delhi,2024-02-16,21.2,0.0,43.8,18.8,24.5,8.2,987.6,21.2
Jammu and Kashmir,2024-02-16,-7.6,0.7,60.7,-17.1,-1.7,33.6,805.4,-7.6
Ladakh,2024-02-16,-20.4,1.9,17.2,-37.0,-3.2,13.5,586.5,-20.4
Lakshadweep,2024-02-16,29.6,0.3,94.0,25.5,34.7,16.4,1015.2,40.7
Puducherry,2024-02-16,21.5,0.0,88.7,19.0,24.9,10.0,1018.3,21.5
Andhra Pradesh,2024-02-17,19.3,0.1,65.7,10.3,27.9,8.7,999.3,19.3
Arunachal Pradesh,2024-02-17,-9.2,0.0,50.1,-16.7,-1.3,40.2,766.6,-9.2
Assam,2024-02-17,21.0,0.0,80.0,15.6,26.1,3.3,1002.0,21.0
Bihar,2024-02-17,25.7,0.0,71.4,21.5,29.2,11.7,1014.2,25.7
Chhattisgarh,2024-02-17,19.6,0.9,73.7,14.4,23.3,14.0,980.0,19.6
Goa,2024-02-17,17.7,1.3,96.5,15.9,19.4,12.3,1008.6,17.7
Gujarat,2024-02-17,23.4,0.0,15.0,7.4,36.2,1.6,1008.4,23.4
Haryana,2024-02-17,20.9,1.9,44.5,19.3,23.7,7.6,986.4,20.9
Himachal Pradesh,2024-02-17,-13.4,0.0,79.3,-20.9,-6.1,33.0,746.0,-13.4
Jharkhand,2024-02-17,16.2,0.0,72.8,11.3,23.2,15.3,986.4,16.2
Karnataka,2024-02-17,17.3,0.0,56.8,12.7,23.2,14.8,921.0,17.3
Kerala,2024-02-17,27.0,0.4,96.5,27.2,29.6,15.8,1020.7,27.0
Madhya Pradesh,2024-02-17,15.4,0.0,68.7,7.4,24.1,6.8,954.0,15.4
Maharashtra,2024-02-17,17.5,0.6,46.5,11.3,22.2,4.3,944.8,17.5
Manipur,2024-02-17,4.6,2.6,79.2,-4.3,13.1,10.4,927.8,4.6
Meghalaya,2024-02-17,9.6,0.9,74.7,3.2,15.3,7.3,878.9,9.6
Mizoram,2024-02-17,10.6,0.0,90.3,4.8,20.1,13.6,900.0,10.6
Nagaland,2024-02-17,4.1,0.5,87.9,-0.5,9.9,2.1,868.2,4.1
Odisha,2024-02-17,17.7,1.4,80.2,12.8,22.4,14.4,1002.6,17.7
Punjab,2024-02-17,18.2,0.6,61.5,15.4,19.9,1.6,990.7,18.2
Rajasthan,2024-02-17,20.6,0.0,15.0,8.4,31.6,9.3,989.7,20.6
Sikkim,2024-02-17,-9.2,0.0,89.0,-17.1,-2.0,30.8,794.3,-9.2
Tamil Nadu,2024-02-17,27.3,0.0,98.0,24.3,32.0,18.4,998.7,33.5
Telangana,2024-02-17,21.4,3.5,49.4,14.3,28.6,0.0,948.3,21.4
Tripura,2024-02-17,18.2,0.1,65.2,14.0,24.3,10.4,1009.3,18.2
Uttar Pradesh,2024-02-17,22.3,0.0,61.1,15.4,26.7,0.5,995.3,22.3
Uttarakhand,2024-02-17,-6.4,1.1,77.1,-14.7,2.5,41.7,858.5,-6.4
West Bengal,2024-02-17,19.8,1.3,78.6,11.1,28.7,8.0,1018.8,19.8
Andaman and Nicobar Islands,2024-02-17,29.0,2.0,84.9,29.1,30.9,16.1,1013.7,35.8
Chandigarh,2024-02-17,20.5,0.0,52.1,12.7,28.0,6.2,977.1,20.5
Dadra and Nagar Haveli and Daman and Diu,2024-02-17,24.3,0.0,98.0,17.3,27.2,16.1,1018.5,24.3
Delhi,2024-02-17,24.0,0.1,30.6,17.4,29.5,6.8,988.1,24.0
Jammu and Kashmir,2024-02-17,-9.2,0.6,82.7,-12.1,-3.4,35.8,820.0,-9.2
Ladakh,2024-02-17,-30.0,0.0,30.8,-42.8,-16.2,23.3,609.5,-30.0
Lakshadweep,2024-02-17,25.7,0.0,98.0,24.5,30.5,19.8,1012.2,25.7
Puducherry,2024-02-17,27.5,8.0,97.5,27.4,30.0,7.6,1026.1,34.0
Andhra Pradesh,2024-02-18,20.4,0.0,62.2,15.1,24.6,15.1,1011.1,20.4
Arunachal Pradesh,2024-02-18,-7.4,1.0,73.2,-11.9,-2.1,28.9,755.1,-7.4
Assam,2024-02-18,20.7,0.0,73.6,15.9,23.9,4.4,1016.7,20.7
Bihar,2024-02-18,18.2,0.0,74.1,7.8,25.1,10.3,1017.5,18.2
Chhattisgarh,2024-02-18,15.5,0.0,62.4,13.3,17.9,12.2,971.8,15.5
Goa,2024-02-18,26.7,0.0,86.6,25.2,30.1,16.2,1017.9,26.7
Gujarat,2024-02-18,17.3,0.7,17.3,3.3,30.0,9.9,992.3,17.3
Haryana,2024-02-18,19.4,0.6,43.2,15.9,23.6,6.4,984.2,19.4
Himachal Pradesh,2024-02-18,-14.0,0.0,84.8,-24.2,-2.1,33.3,745.2,-14.0
Jharkhand,2024-02-18,22.3,0.4,74.1,18.4,27.1,10.1,984.3,22.3
Karnataka,2024-02-18,16.8,0.0,72.5,5.7,25.1,15.6,926.4,16.8
Kerala,2024-02-18,21.1,0.0,98.0,15.3,24.7,16.3,1014.0,21.1
Madhya Pradesh,2024-02-18,16.1,1.2,58.2,10.2,22.5,3.9,946.6,16.1
Maharashtra,2024-02-18,23.6,0.0,35.2,20.2,26.1,22.9,952.2,23.6
Manipur,2024-02-18,13.1,1.4,79.4,4.9,23.7,5.4,923.5,13.1
Meghalaya,2024-02-18,8.5,0.0,87.8,-1.2,15.7,6.8,871.8,8.5
Mizoram,2024-02-18,6.5,0.5,92.4,-1.5,16.2,11.9,891.2,6.5
Nagaland,2024-02-18,8.2,1.8,80.9,4.3,12.4,14.9,876.0,8.2
Odisha,2024-02-18,20.1,0.8,68.8,13.9,26.4,7.2,1002.7,20.1
Punjab,2024-02-18,18.6,0.0,36.4,7.1,29.7,10.1,989.7,18.6
Rajasthan,2024-02-18,21.5,0.0,15.0,10.3,30.9,18.5,986.5,21.5
Sikkim,2024-02-18,-5.9,0.0,62.9,-9.4,0.9,34.0,791.1,-5.9
Tamil Nadu,2024-02-18,20.7,0.0,88.3,19.8,22.2,17.2,1008.8,20.7
Telangana,2024-02-18,24.1,0.0,38.9,16.7,29.2,6.8,965.9,24.1
Tripura,2024-02-18,20.7,0.0,64.2,13.0,31.5,7.6,1008.8,20.7
Uttar Pradesh,2024-02-18,25.4,0.7,46.2,19.1,30.7,8.4,989.7,25.4
Uttarakhand,2024-02-18,-5.7,0.0,63.3,-10.2,-0.5,35.5,864.3,-5.7
West Bengal,2024-02-18,20.6,0.0,74.5,14.8,27.5,10.5,1013.8,20.6
Andaman and Nicobar Islands,2024-02-18,21.0,0.9,96.4,20.0,23.6,20.5,1018.8,21.0
Chandigarh,2024-02-18,17.8,0.0,49.0,10.0,24.2,9.0,972.8,17.8
Dadra and Nagar Haveli and Daman and Diu,2024-02-18,25.0,0.6,93.0,19.0,27.5,17.3,1020.0,25.0
Delhi,2024-02-18,17.8,0.9,38.9,13.9,23.8,10.5,994.2,17.8
Jammu and Kashmir,2024-02-18,-5.6,0.0,79.7,-11.1,-0.9,32.1,824.3,-5.6
Ladakh,2024-02-18,-25.5,0.5,15.0,-38.5,-12.1,22.8,597.6,-25.5
Lakshadweep,2024-02-18,22.5,0.3,96.9,14.7,31.3,14.2,1020.0,22.5
Puducherry,2024-02-18,23.5,0.0,77.8,17.5,30.5,15.3,1020.6,23.5
Andhra Pradesh,2024-02-19,30.0,0.5,70.1,24.5,36.5,5.9,1009.2,35.1
Arunachal Pradesh,2024-02-19,-1.3,0.0,63.3,-10.7,9.7,39.9,774.1,-1.3
Assam,2024-02-19,18.3,0.0,57.9,11.0,26.2,3.9,1015.1,18.3
Bihar,2024-02-19,22.1,0.0,62.6,17.2,29.8,6.2,1016.8,22.1
Chhattisgarh,2024-02-19,23.2,0.5,61.5,17.4,28.2,5.7,981.3,23.2
Goa,2024-02-19,25.1,0.0,96.2,20.9,30.4,21.9,1023.2,25.1
Gujarat,2024-02-19,21.1,0.0,15.0,14.6,29.8,10.1,1011.9,21.1
Haryana,2024-02-19,18.9,1.0,54.8,13.9,23.4,9.0,985.1,18.9
Himachal Pradesh,2024-02-19,-13.6,0.0,70.7,-16.0,-9.5,34.6,741.9,-13.6
Jharkhand,2024-02-19,18.3,0.0,64.6,10.0,26.6,8.2,978.1,18.3
Karnataka,2024-02-19,13.6,0.7,63.8,5.5,21.7,16.6,928.2,13.6
Kerala,2024-02-19,28.8,0.4,87.0,26.2,32.5,11.4,1015.6,35.6
Madhya Pradesh,2024-02-19,20.0,2.5,50.4,10.9,28.9,19.2,955.9,20.0
Maharashtra,2024-02-19,18.3,0.0,33.4,14.8,22.9,7.2,955.9,18.3
Manipur,2024-02-19,7.2,0.0,73.0,-3.9,17.0,15.1,914.3,7.2
Meghalaya,2024-02-19,9.4,0.0,74.6,1.8,14.0,8.1,869.5,9.4
Mizoram,2024-02-19,8.2,0.0,73.3,2.3,12.0,11.2,902.0,8.2
Nagaland,2024-02-19,9.9,0.0,76.4,8.7,13.0,13.4,886.8,9.9
Odisha,2024-02-19,26.7,0.0,63.5,19.3,33.6,11.2,1006.7,26.7
Punjab,2024-02-19,17.8,0.0,64.6,9.6,25.9,8.3,982.7,17.8
Rajasthan,2024-02-19,18.3,0.0,22.5,9.5,28.8,6.6,990.5,18.3
Sikkim,2024-02-19,-4.0,0.0,70.1,-11.6,3.1,34.2,788.9,-4.0
Tamil Nadu,2024-02-19,22.4,0.0,85.1,17.6,25.1,9.3,1011.0,22.4
Telangana,2024-02-19,14.7,0.0,63.6,10.8,17.8,3.9,950.0,14.7
Tripura,2024-02-19,18.5,0.0,72.1,12.5,22.3,10.2,1012.4,18.5
Uttar Pradesh,2024-02-19,22.7,0.0,58.0,14.8,30.9,4.7,1002.4,22.7
Uttarakhand,2024-02-19,0.7,0.0,59.5,-6.9,12.8,38.7,861.0,0.7
West Bengal,2024-02-19,27.3,0.8,64.7,23.9,30.3,12.1,1002.2,28.9
Andaman and Nicobar Islands,2024-02-19,25.1,0.0,98.0,22.8,27.7,9.4,1010.8,25.1
Chandigarh,2024-02-19,16.8,3.7,54.4,15.1,22.0,4.4,987.1,16.8
Dadra and Nagar Haveli and Daman and Diu,2024-02-19,21.0,0.0,86.7,13.3,25.5,19.5,997.7,21.0
Delhi,2024-02-19,16.7,0.0,43.8,8.8,23.6,4.1,999.9,16.7
Jammu and Kashmir,2024-02-19,-11.6,1.5,80.5,-21.6,0.8,29.2,818.6,-11.6
Ladakh,2024-02-19,-26.3,0.0,20.3,-41.1,-14.4,10.3,612.5,-26.3
Lakshadweep,2024-02-19,26.7,0.7,85.6,21.9,27.5,24.1,1020.1,26.7
Puducherry,2024-02-19,21.0,0.7,86.6,14.1,26.1,11.6,1016.5,21.0
Andhra Pradesh,2024-02-20,23.2,0.4,50.7,13.2,34.2,15.1,1005.4,23.2
Arunachal Pradesh,2024-02-20,-8.8,0.0,81.0,-16.7,-0.7,36.5,760.0,-8.8
Assam,2024-02-20,22.6,0.5,50.5,15.7,26.0,5.7,1015.2,22.6
Bihar,2024-02-20,24.5,0.0,62.1,16.9,30.8,7.3,1016.0,24.5
Chhattisgarh,2024-02-20,20.7,0.0,56.1,12.1,28.4,2.8,982.3,20.7
Goa,2024-02-20,25.8,0.0,75.6,21.8,30.7,14.0,1009.4,25.8
Gujarat,2024-02-20,16.4,0.3,15.0,10.2,24.9,9.4,999.7,16.4
Haryana,2024-02-20,23.4,0.0,33.2,18.3,28.2,9.1,997.0,23.4
Himachal Pradesh,2024-02-20,-10.0,0.0,73.9,-19.8,1.2,30.9,740.1,-10.0
Jharkhand,2024-02-20,19.2,0.0,60.8,13.2,24.8,14.9,976.6,19.2
Karnataka,2024-02-20,13.3,0.6,57.0,9.6,16.3,11.0,923.6,13.3
Kerala,2024-02-20,26.1,0.0,83.5,19.7,31.4,11.5,1013.4,26.1
Madhya Pradesh,2024-02-20,12.1,0.0,63.1,4.1,17.0,0.4,948.2,12.1
Maharashtra,2024-02-20,19.2,1.2,50.8,9.2,26.3,10.2,958.7,19.2
Manipur,2024-02-20,7.7,0.0,77.1,0.6,14.3,9.0,920.6,7.7
Meghalaya,2024-02-20,5.7,0.0,90.6,-0.3,13.0,9.5,879.6,5.7
Mizoram,2024-02-20,11.6,0.0,82.6,2.2,16.7,8.1,895.7,11.6
Nagaland,2024-02-20,5.0,3.8,70.3,-2.3,10.2,9.2,874.8,5.0
Odisha,2024-02-20,22.1,0.0,65.1,17.3,29.0,13.0,995.8,22.1
Punjab,2024-02-20,19.4,0.0,47.3,14.8,23.4,6.4,995.6,19.4
Rajasthan,2024-02-20,19.7,0.4,15.0,13.4,24.7,13.1,989.9,19.7
Sikkim,2024-02-20,-11.0,0.0,71.9,-19.5,-1.1,33.0,779.5,-11.0
Tamil Nadu,2024-02-20,26.3,0.0,89.5,23.1,32.1,11.9,1008.3,26.3
Telangana,2024-02-20,22.4,0.3,33.3,16.5,30.2,7.5,955.2,22.4
Tripura,2024-02-20,28.1,0.1,74.5,23.1,35.3,11.8,1012.0,31.6
Uttar Pradesh,2024-02-20,21.2,2.5,50.8,12.6,30.5,3.2,993.3,21.2
Uttarakhand,2024-02-20,3.3,0.0,65.5,-7.5,11.1,30.0,858.0,3.3
West Bengal,2024-02-20,19.4,0.0,72.5,13.4,25.4,15.3,1021.9,19.4
Andaman and Nicobar Islands,2024-02-20,29.5,0.0,96.7,25.9,32.6,26.4,1014.9,41.2
Chandigarh,2024-02-20,17.7,0.0,61.6,10.0,24.2,6.3,976.5,17.7
Dadra and Nagar Haveli and Daman and Diu,2024-02-20,24.0,0.0,82.1,20.4,26.0,6.9,1016.9,24.0
Delhi,2024-02-20,20.5,0.4,38.7,10.6,29.5,9.8,989.9,20.5
Jammu and Kashmir,2024-02-20,-2.1,0.0,69.7,-7.8,8.8,41.2,815.8,-2.1
Ladakh,2024-02-20,-31.1,1.8,35.5,-38.3,-20.6,15.7,596.0,-31.1
Lakshadweep,2024-02-20,25.7,1.4,98.0,19.4,31.3,21.1,1032.7,25.7
Puducherry,2024-02-20,28.1,0.0,78.2,25.3,32.1,14.4,1018.7,32.0
Andhra Pradesh,2024-02-21,22.1,0.3,72.7,19.1,26.5,20.2,1003.3,22.1
Arunachal Pradesh,2024-02-21,-8.2,1.2,66.6,-15.4,-2.2,27.0,769.5,-8.2
Assam,2024-02-21,19.1,1.5,58.9,8.2,27.6,7.5,1002.3,19.1
Bihar,2024-02-21,23.5,0.1,63.5,13.7,31.8,0.7,1007.2,23.5
Chhattisgarh,2024-02-21,20.2,1.4,70.0,11.9,29.8,12.0,987.0,20.2
Goa,2024-02-21,22.6,0.0,96.9,20.3,24.2,16.8,1012.6,22.6
Gujarat,2024-02-21,25.4,0.0,15.0,14.9,41.2,11.5,1005.6,25.4
Haryana,2024-02-21,17.0,0.6,36.3,10.9,25.1,14.8,990.9,17.0
Himachal Pradesh,2024-02-21,-14.9,0.0,83.3,-24.2,-8.3,33.1,745.6,-14.9
Jharkhand,2024-02-21,17.3,0.7,71.6,10.7,22.3,0.3,977.3,17.3
Karnataka,2024-02-21,21.4,0.0,64.2,15.7,29.5,10.1,934.0,21.4
Kerala,2024-02-21,24.9,0.0,91.5,23.6,28.3,16.6,1015.3,24.9
Madhya Pradesh,2024-02-21,12.8,0.0,58.4,6.0,20.2,3.1,957.9,12.8
Maharashtra,2024-02-21,19.2,0.8,50.9,18.2,23.0,18.9,947.6,19.2
Manipur,2024-02-21,9.9,0.9,64.4,7.0,14.5,19.3,924.3,9.9
Meghalaya,2024-02-21,5.3,0.0,87.2,3.7,6.1,7.7,870.7,5.3
Mizoram,2024-02-21,7.5,0.3,81.2,2.2,16.8,0.9,898.2,7.5
Nagaland,2024-02-21,3.1,0.0,77.9,-2.6,8.7,10.4,867.7,3.1
Odisha,2024-02-21,21.6,0.0,53.5,17.6,27.0,5.7,997.7,21.6
Punjab,2024-02-21,18.1,0.2,52.4,12.2,27.0,3.6,981.6,18.1
Rajasthan,2024-02-21,22.2,0.0,15.0,7.3,39.4,12.5,994.2,22.2
Sikkim,2024-02-21,-6.8,1.1,77.6,-11.1,1.1,42.4,798.2,-6.8
Tamil Nadu,2024-02-21,25.5,0.0,81.6,20.6,32.9,15.9,996.2,25.5
Telangana,2024-02-21,19.8,1.2,43.9,11.3,28.6,15.0,953.3,19.8
Tripura,2024-02-21,20.4,0.0,61.4,12.7,26.0,8.0,1006.3,20.4
Uttar Pradesh,2024-02-21,24.5,0.0,50.0,17.1,34.7,7.8,1002.5,24.5
Uttarakhand,2024-02-21,-4.7,62.8,68.6,-16.3,4.6,38.0,854.2,-4.7
West Bengal,2024-02-21,24.9,0.0,72.2,20.3,25.1,9.5,1019.5,24.9
Andaman and Nicobar Islands,2024-02-21,25.1,2.1,98.0,23.2,28.5,21.2,1017.6,25.1
Chandigarh,2024-02-21,11.0,0.6,49.9,1.9,19.7,6.1,970.5,11.0
Dadra and Nagar Haveli and Daman and Diu,2024-02-21,27.9,0.0,78.0,22.2,33.0,14.0,1003.3,31.6
Delhi,2024-02-21,16.4,0.0,28.6,8.8,28.6,14.4,1003.4,16.4
Jammu and Kashmir,2024-02-21,-5.8,0.0,69.8,-12.5,-1.4,34.0,817.1,-5.8
Ladakh,2024-02-21,-23.3,1.7,23.1,-32.4,-11.4,19.3,598.2,-23.3
Lakshadweep,2024-02-21,27.2,1.4,97.0,21.2,30.4,22.0,1021.3,33.0
Puducherry,2024-02-21,21.6,0.0,85.3,16.9,27.2,10.5,1019.3,21.6
Andhra Pradesh,2024-02-22,21.0,0.0,69.8,13.1,28.1,12.5,996.7,21.0
Arunachal Pradesh,2024-02-22,-4.4,0.0,75.8,-11.1,1.4,33.3,759.7,-4.4
Assam,2024-02-22,16.5,0.4,71.5,9.3,24.5,5.7,1000.7,16.5
Bihar,2024-02-22,22.0,0.3,77.1,18.8,28.7,4.6,1019.9,22.0
Chhattisgarh,2024-02-22,25.8,0.0,55.4,21.9,29.3,10.1,996.7,25.8
Goa,2024-02-22,29.0,2.5,85.0,26.2,33.2,11.2,1018.9,35.9
Gujarat,2024-02-22,16.1,1.6,15.0,1.5,31.9,14.5,995.8,16.1
Haryana,2024-02-22,20.6,0.0,50.5,15.5,26.0,7.9,975.2,20.6
Himachal Pradesh,2024-02-22,-13.2,0.0,86.2,-23.0,-4.5,38.9,747.7,-13.2
Jharkhand,2024-02-22,21.4,0.0,81.7,14.8,28.1,7.4,980.8,21.4
Karnataka,2024-02-22,12.8,0.0,66.4,7.7,22.0,9.0,926.4,12.8
Kerala,2024-02-22,31.7,0.4,69.1,26.7,37.7,12.8,1019.0,39.1
Madhya Pradesh,2024-02-22,21.0,1.3,54.1,15.3,26.2,4.9,946.8,21.0
Maharashtra,2024-02-22,12.5,0.0,37.8,10.2,17.1,12.0,948.0,12.5
Manipur,2024-02-22,9.4,0.0,79.6,4.1,16.7,8.7,915.3,9.4
Meghalaya,2024-02-22,8.7,0.0,72.4,-0.3,18.0,1.1,873.2,8.7
Mizoram,2024-02-22,12.9,2.0,86.2,7.5,15.5,6.0,900.5,12.9
Nagaland,2024-02-22,-1.6,0.6,87.6,-4.0,3.9,4.3,865.4,-1.6
Odisha,2024-02-22,22.4,0.6,75.4,18.1,28.2,15.6,1018.8,22.4
Punjab,2024-02-22,14.2,0.0,63.1,8.9,17.5,7.6,995.3,14.2
Rajasthan,2024-02-22,24.7,0.0,15.0,8.0,35.9,7.1,992.8,24.7
Sikkim,2024-02-22,-5.1,0.7,60.8,-13.5,2.2,30.9,789.1,-5.1
Tamil Nadu,2024-02-22,27.0,0.0,98.0,21.4,29.6,14.5,1011.3,32.6
Telangana,2024-02-22,21.8,0.0,29.9,16.3,27.7,10.3,962.1,21.8
Tripura,2024-02-22,17.8,0.0,77.8,10.7,26.9,13.4,997.5,17.8
Uttar Pradesh,2024-02-22,17.8,0.0,43.6,12.0,21.7,13.1,992.4,17.8
Uttarakhand,2024-02-22,-2.9,0.0,69.3,-14.7,7.3,28.2,864.6,-2.9
West Bengal,2024-02-22,24.4,1.5,74.0,19.7,31.9,7.7,1018.7,24.4
Andaman and Nicobar Islands,2024-02-22,22.9,1.5,98.0,16.6,26.5,18.6,1017.0,22.9
Chandigarh,2024-02-22,17.6,0.0,53.1,9.4,26.3,8.2,978.9,17.6
Dadra and Nagar Haveli and Daman and Diu,2024-02-22,25.1,0.0,93.5,22.1,26.9,10.8,1014.2,25.1
Delhi,2024-02-22,18.0,1.4,38.8,14.3,20.3,9.3,1002.6,18.0
Jammu and Kashmir,2024-02-22,-10.2,0.0,78.3,-17.6,-0.5,31.1,812.9,-10.2
Ladakh,2024-02-22,-21.5,0.0,25.0,-34.8,-12.7,12.8,605.7,-21.5
Lakshadweep,2024-02-22,28.1,0.0,98.0,23.2,31.5,21.4,1018.0,36.3
Puducherry,2024-02-22,28.5,0.0,95.3,26.6,32.1,14.9,1016.2,37.1
Andhra Pradesh,2024-02-23,21.7,0.1,56.4,10.8,31.3,14.7,1002.5,21.7
Arunachal Pradesh,2024-02-23,-7.2,0.0,83.8,-16.3,3.4,34.3,774.3,-7.2
Assam,2024-02-23,16.7,1.3,75.7,7.2,20.0,7.2,1008.1,16.7
Bihar,2024-02-23,19.1,1.5,73.3,13.8,27.0,10.0,1016.4,19.1
Chhattisgarh,2024-02-23,20.6,0.0,70.1,14.1,25.5,3.3,986.8,20.6
Goa,2024-02-23,23.7,0.0,92.8,19.0,29.5,20.0,1016.4,23.7
Gujarat,2024-02-23,23.2,0.8,18.2,8.5,33.4,13.1,1000.0,23.2
Haryana,2024-02-23,22.0,0.0,44.5,22.0,26.3,3.1,996.0,22.0
Himachal Pradesh,2024-02-23,-15.6,0.1,74.4,-20.7,-9.5,31.1,744.0,-15.6
Jharkhand,2024-02-23,26.3,0.0,58.7,22.5,31.0,6.3,970.8,26.3
Karnataka,2024-02-23,17.1,0.4,64.4,9.6,25.2,0.0,931.1,17.1
Kerala,2024-02-23,23.2,1.1,75.8,17.8,28.6,19.0,1005.0,23.2
Madhya Pradesh,2024-02-23,21.1,0.0,58.2,12.2,30.7,10.3,966.2,21.1
Maharashtra,2024-02-23,17.1,0.0,39.7,12.3,22.3,14.1,953.6,17.1
Manipur,2024-02-23,13.5,1.0,74.2,6.8,22.1,10.7,924.9,13.5
Meghalaya,2024-02-23,6.2,0.0,77.9,0.9,13.3,8.1,885.2,6.2
Mizoram,2024-02-23,13.1,0.0,72.8,10.8,16.9,8.6,890.9,13.1
Nagaland,2024-02-23,9.0,1.3,72.2,4.6,12.9,9.2,873.6,9.0
Odisha,2024-02-23,20.8,0.0,69.6,12.3,26.3,9.2,1011.6,20.8
Punjab,2024-02-23,16.4,0.0,51.9,11.6,25.1,7.1,978.4,16.4
Rajasthan,2024-02-23,17.1,0.6,15.0,10.9,26.8,10.6,976.9,17.1
Sikkim,2024-02-23,-4.0,0.3,74.0,-12.8,4.1,36.8,802.6,-4.0
Tamil Nadu,2024-02-23,22.3,0.0,91.0,16.1,30.1,13.8,1002.8,22.3
Telangana,2024-02-23,20.2,0.0,43.1,11.8,30.4,6.1,956.4,20.2
Tripura,2024-02-23,26.2,0.2,57.4,22.4,27.4,10.5,1000.5,26.2
Uttar Pradesh,2024-02-23,21.6,0.0,55.8,10.9,29.8,5.9,993.9,21.6
Uttarakhand,2024-02-23,-1.1,0.8,65.7,-4.1,2.2,33.1,871.9,-1.1
West Bengal,2024-02-23,24.5,0.7,70.8,17.1,30.1,12.8,1019.2,24.5
Andaman and Nicobar Islands,2024-02-23,25.1,0.3,98.0,17.9,30.2,23.6,1007.5,25.1
Chandigarh,2024-02-23,19.0,0.0,69.9,10.8,25.1,10.2,970.9,19.0
Dadra and Nagar Haveli and Daman and Diu,2024-02-23,27.3,2.4,98.0,22.6,30.5,21.6,1025.6,33.4
Delhi,2024-02-23,18.1,0.0,55.0,8.4,25.9,7.0,985.1,18.1
Jammu and Kashmir,2024-02-23,-6.5,0.0,54.6,-10.0,-4.2,34.5,813.4,-6.5
Ladakh,2024-02-23,-21.0,0.0,33.4,-34.2,-6.5,8.3,604.7,-21.0
Lakshadweep,2024-02-23,30.4,0.0,79.0,24.8,33.3,16.2,1017.2,38.6
Puducherry,2024-02-23,27.7,0.0,81.3,23.2,30.7,20.9,1013.4,31.5
Andhra Pradesh,2024-02-24,19.6,0.0,76.7,14.3,29.1,6.9,1014.3,19.6
Arunachal Pradesh,2024-02-24,-6.4,0.8,62.1,-9.7,-2.6,35.5,779.1,-6.4
Assam,2024-02-24,16.6,1.1,61.5,11.3,19.3,15.3,998.4,16.6
Bihar,2024-02-24,26.9,0.4,55.9,21.2,32.4,10.3,994.6,26.9
Chhattisgarh,2024-02-24,25.0,0.5,63.2,18.5,32.6,12.8,989.2,25.0
Goa,2024-02-24,22.5,0.0,90.2,18.9,25.3,9.4,1008.6,22.5
Gujarat,2024-02-24,21.1,0.0,15.0,12.8,24.3,12.9,1008.1,21.1
Haryana,2024-02-24,14.6,1.7,34.7,7.5,23.3,6.4,995.4,14.6
Himachal Pradesh,2024-02-24,-9.1,0.0,71.3,-20.8,0.7,27.7,744.8,-9.1
Jharkhand,2024-02-24,22.3,0.5,72.2,17.6,27.7,9.4,976.2,22.3
Karnataka,2024-02-24,12.6,0.0,67.3,11.5,15.1,6.3,919.4,12.6
Kerala,2024-02-24,23.6,1.6,94.1,22.0,24.2,15.9,1022.8,23.6
Madhya Pradesh,2024-02-24,18.8,0.5,54.6,9.4,22.8,8.7,957.0,18.8
Maharashtra,2024-02-24,12.8,0.0,53.1,5.3,18.9,10.6,959.8,12.8
Manipur,2024-02-24,14.0,0.0,82.1,9.0,20.6,6.2,925.9,14.0
Meghalaya,2024-02-24,9.8,0.0,96.3,0.2,13.7,14.2,866.6,9.8
Mizoram,2024-02-24,8.4,0.0,81.9,0.9,13.8,8.8,893.8,8.4
Nagaland,2024-02-24,2.5,0.9,78.2,-0.3,3.8,11.3,867.5,2.5
