Region,Date,Temperature_C,Precipitation_mm,Humidity_percent,Min_Temperature_C,Max_Temperature_C,Wind_Speed_kmh,Atmospheric_Pressure_hPa,Heat_Index_C
Goa,2024-02-12,20.3,0.0,98.0,15.3,27.2,15.9,1020.4,20.3
Gujarat,2024-02-12,16.8,0.0,15.0,4.7,25.1,7.6,1005.9,16.8
Haryana,2024-02-12,19.3,0.0,39.7,13.6,25.4,5.5,982.3,19.3
Himachal Pradesh,2024-02-12,-13.4,0.9,79.8,-18.5,-6.1,22.6,739.0,-13.4
Jharkhand,2024-02-12,18.6,0.0,72.3,10.5,25.4,6.0,985.7,18.6
Karnataka,2024-02-12,15.1,0.0,54.4,4.8,23.1,20.6,917.0,15.1
Kerala,2024-02-12,26.4,0.0,90.9,23.8,29.6,13.4,1013.4,26.4
Madhya Pradesh,2024-02-12,16.2,0.2,54.8,8.9,25.5,3.0,950.8,16.2
Maharashtra,2024-02-12,15.5,0.5,52.9,4.9,26.2,8.8,952.1,15.5
Manipur,2024-02-12,13.5,1.3,76.1,8.4,16.5,13.3,930.9,13.5
Meghalaya,2024-02-12,6.8,0.0,72.7,3.6,12.6,17.5,880.3,6.8
Mizoram,2024-02-12,8.7,0.0,69.1,1.4,17.0,7.1,897.0,8.7
Nagaland,2024-02-12,1.5,1.0,93.2,-8.7,8.1,9.2,872.6,1.5
Odisha,2024-02-12,22.0,0.9,66.3,12.4,31.5,13.5,1006.1,22.0
Punjab,2024-02-12,12.6,0.0,48.3,7.2,18.6,10.4,997.4,12.6
Rajasthan,2024-02-12,21.1,0.0,15.0,7.5,32.9,6.0,988.6,21.1
Sikkim,2024-02-12,-10.1,0.5,70.2,-22.5,-2.5,39.8,793.7,-10.1
Tamil Nadu,2024-02-12,21.8,0.7,84.3,17.8,25.4,12.7,1004.1,21.8
Telangana,2024-02-12,20.3,1.1,40.6,12.8,30.3,8.1,956.3,20.3
Tripura,2024-02-12,20.2,1.7,57.3,10.7,25.7,5.0,994.8,20.2
Uttar Pradesh,2024-02-12,18.1,2.3,45.7,11.0,21.6,9.1,999.7,18.1
Uttarakhand,2024-02-12,1.6,2.3,74.9,-8.1,12.8,39.2,865.7,1.6
West Bengal,2024-02-12,22.2,0.0,58.9,21.5,24.2,14.2,1010.1,22.2
Andaman and Nicobar Islands,2024-02-12,19.0,0.1,81.3,17.1,21.4,17.3,1024.9,19.0
Chandigarh,2024-02-12,16.7,1.3,58.7,9.9,25.3,5.3,980.7,16.7
Dadra and Nagar Haveli and Daman and Diu,2024-02-12,30.4,0.0,97.6,25.2,31.5,14.9,1019.4,45.1
Delhi,2024-02-12,19.8,0.9,51.7,14.3,23.2,12.9,992.9,19.8
Jammu and Kashmir,2024-02-12,-15.9,1.2,78.4,-22.2,-8.2,38.0,817.6,-15.9
Ladakh,2024-02-12,-29.7,1.1,27.9,-39.6,-19.6,18.1,592.4,-29.7
Lakshadweep,2024-02-12,29.0,0.0,95.3,24.4,34.6,16.2,1022.9,38.8
Puducherry,2024-02-12,28.9,0.0,79.8,26.5,34.1,8.3,1019.3,34.5
Andhra Pradesh,2024-02-13,25.8,1.6,74.6,17.4,31.7,2.1,1001.2,25.8
Arunachal Pradesh,2024-02-13,-6.9,0.0,74.6,-15.5,6.0,32.9,768.8,-6.9
Assam,2024-02-13,20.2,0.2,57.2,10.5,25.9,8.9,1007.2,20.2
Bihar,2024-02-13,23.1,0.0,54.8,17.2,27.9,13.6,1003.5,23.1
Chhattisgarh,2024-02-13,20.1,0.0,59.2,13.1,27.3,5.7,989.1,20.1
Goa,2024-02-13,24.4,1.0,97.7,19.0,27.7,12.7,1016.9,24.4
Gujarat,2024-02-13,10.3,0.8,20.3,0.6,22.0,9.7,978.7,10.3
Haryana,2024-02-13,18.5,0.0,27.1,19.1,22.5,11.1,998.7,18.5
Himachal Pradesh,2024-02-13,-17.3,2.1,86.1,-27.3,-5.4,32.1,743.8,-17.3
Jharkhand,2024-02-13,22.1,0.0,69.0,16.8,26.8,2.1,985.8,22.1
Karnataka,2024-02-13,12.2,0.0,59.2,9.8,16.8,9.8,925.5,12.2
Kerala,2024-02-13,25.0,2.4,97.3,19.7,28.8,11.6,1006.5,25.0
Madhya Pradesh,2024-02-13,22.4,0.0,44.8,14.0,30.3,5.2,956.2,22.4
Maharashtra,2024-02-13,16.3,0.7,44.7,10.2,26.1,11.1,948.2,16.3
Manipur,2024-02-13,14.1,0.0,85.8,4.9,20.8,4.3,919.3,14.1
Meghalaya,2024-02-13,6.6,0.0,86.8,3.2,14.5,11.5,875.5,6.6
Mizoram,2024-02-13,9.1,0.2,81.2,4.1,15.2,5.6,897.9,9.1
Nagaland,2024-02-13,8.8,1.8,72.1,4.2,12.3,2.5,868.9,8.8
Odisha,2024-02-13,19.6,0.9,64.3,14.2,22.1,2.5,1011.8,19.6
Punjab,2024-02-13,17.2,1.3,37.5,7.9,26.4,13.1,985.3,17.2
Rajasthan,2024-02-13,17.0,0.0,15.0,5.7,26.4,8.0,993.0,17.0
Sikkim,2024-02-13,-2.7,0.6,79.2,-10.5,5.3,37.2,789.5,-2.7
Tamil Nadu,2024-02-13,22.6,0.3,78.4,16.4,23.7,10.5,1011.2,22.6
Telangana,2024-02-13,22.2,2.7,39.4,18.3,28.9,10.3,966.7,22.2
Tripura,2024-02-13,21.3,0.2,58.9,16.2,28.8,15.0,1000.3,21.3
Uttar Pradesh,2024-02-13,16.3,0.1,60.6,5.8,21.4,6.4,996.4,16.3
Uttarakhand,2024-02-13,1.0,0.0,56.1,-9.6,10.9,32.0,853.5,1.0
West Bengal,2024-02-13,29.6,0.0,74.0,20.9,35.8,17.6,1019.1,35.0
Andaman and Nicobar Islands,2024-02-13,25.6,0.8,85.7,18.4,30.4,18.1,1014.3,25.6
Chandigarh,2024-02-13,17.5,0.3,44.8,11.3,25.8,9.7,990.1,17.5
Dadra and Nagar Haveli and Daman and Diu,2024-02-13,22.6,0.0,85.5,17.2,27.7,13.5,1017.7,22.6
Delhi,2024-02-13,19.6,0.1,30.5,12.8,28.0,5.5,990.4,19.6
Jammu and Kashmir,2024-02-13,-7.1,1.0,68.8,-10.8,-1.7,30.3,807.4,-7.1
Ladakh,2024-02-13,-23.7,0.0,21.4,-34.7,-10.3,24.2,607.4,-23.7
Lakshadweep,2024-02-13,23.9,0.0,87.6,20.0,23.8,20.0,1029.4,23.9
Puducherry,2024-02-13,21.5,2.2,77.0,14.9,22.4,14.1,1015.2,21.5
Andhra Pradesh,2024-02-14,23.5,0.3,69.7,17.7,32.3,8.7,998.8,23.5
Arunachal Pradesh,2024-02-14,-1.1,0.0,78.1,-6.0,5.4,34.7,771.6,-1.1
Assam,2024-02-14,22.9,2.3,78.2,12.9,29.4,13.3,1015.9,22.9
Bihar,2024-02-14,21.1,0.4,71.6,17.2,27.5,10.2,1010.1,21.1
Chhattisgarh,2024-02-14,20.9,0.0,63.9,18.3,23.5,9.2,984.7,20.9
Goa,2024-02-14,22.1,2.2,98.0,19.0,26.2,20.9,1023.6,22.1
Gujarat,2024-02-14,19.8,1.7,15.0,11.5,26.4,14.3,991.8,19.8
Haryana,2024-02-14,16.0,0.0,37.8,7.7,22.9,6.9,996.2,16.0
Himachal Pradesh,2024-02-14,-12.6,1.0,79.8,-17.1,-8.6,33.3,732.1,-12.6
Jharkhand,2024-02-14,26.9,0.4,55.9,20.3,31.4,3.3,975.5,26.9
Karnataka,2024-02-14,12.7,0.2,53.2,5.7,20.0,15.4,916.2,12.7
Kerala,2024-02-14,25.4,1.0,90.3,21.3,29.8,13.1,1019.3,25.4
Madhya Pradesh,2024-02-14,18.3,0.0,50.6,13.7,26.4,8.8,960.2,18.3
Maharashtra,2024-02-14,12.3,1.9,37.8,10.8,17.4,9.9,937.0,12.3
Manipur,2024-02-14,9.7,0.3,83.1,4.0,15.4,0.7,932.4,9.7
Meghalaya,2024-02-14,9.4,0.0,76.6,5.2,14.6,3.9,872.6,9.4
Mizoram,2024-02-14,10.8,0.0,79.3,0.7,18.2,17.5,903.4,10.8
Nagaland,2024-02-14,5.6,0.7,89.5,-2.6,16.3,6.3,879.2,5.6
Odisha,2024-02-14,19.7,0.2,75.6,12.5,25.3,15.2,999.8,19.7
Punjab,2024-02-14,14.5,0.0,61.7,5.4,22.1,2.1,994.0,14.5
Rajasthan,2024-02-14,18.2,0.0,19.0,10.3,27.1,13.0,979.9,18.2
Sikkim,2024-02-14,-4.9,0.8,78.5,-9.1,1.5,34.7,798.6,-4.9
Tamil Nadu,2024-02-14,21.6,0.0,88.7,21.2,26.1,20.9,1005.5,21.6
Telangana,2024-02-14,20.1,1.0,18.4,14.1,24.8,6.9,953.4,20.1
Tripura,2024-02-14,19.1,2.1,77.3,15.0,24.4,8.8,1011.1,19.1
Uttar Pradesh,2024-02-14,19.8,0.1,66.8,15.4,23.7,10.9,999.5,19.8
Uttarakhand,2024-02-14,-0.2,0.0,65.3,-2.2,5.6,38.5,868.2,-0.2
West Bengal,2024-02-14,23.8,0.0,69.2,18.3,30.5,15.3,1016.1,23.8
Andaman and Nicobar Islands,2024-02-14,20.7,3.3,90.7,13.6,24.4,14.4,998.8,20.7
Chandigarh,2024-02-14,18.8,1.3,58.7,13.4,22.7,7.6,979.7,18.8
Dadra and Nagar Haveli and Daman and Diu,2024-02-14,24.0,0.0,98.0,23.4,28.9,13.2,1008.0,24.0
Delhi,2024-02-14,23.3,1.3,43.6,16.0,31.2,2.7,990.5,23.3
Jammu and Kashmir,2024-02-14,-9.3,0.0,74.1,-18.0,0.2,39.2,815.6,-9.3
Ladakh,2024-02-14,-31.7,0.0,31.9,-38.9,-24.1,11.7,601.7,-31.7
Lakshadweep,2024-02-14,26.6,0.0,98.0,24.5,28.2,18.1,1035.3,26.6
Puducherry,2024-02-14,26.0,0.0,95.8,21.4,30.5,14.4,1016.9,26.0
Andhra Pradesh,2024-02-15,26.2,0.0,64.2,19.7,28.3,9.8,1000.8,26.2
Arunachal Pradesh,2024-02-15,-6.9,0.7,75.7,-14.7,2.2,33.1,771.1,-6.9
Assam,2024-02-15,18.3,0.7,77.6,11.4,26.3,2.9,999.5,18.3
Bihar,2024-02-15,22.5,1.4,68.8,18.9,28.0,8.9,1011.8,22.5
Chhattisgarh,2024-02-15,23.6,0.0,56.6,19.8,25.7,12.2,974.9,23.6
Goa,2024-02-15,25.7,2.9,88.9,21.6,32.7,16.4,1009.2,25.7
Gujarat,2024-02-15,18.6,0.0,15.0,9.1,31.0,12.5,1004.0,18.6
Haryana,2024-02-15,18.3,0.3,45.7,13.5,25.3,5.9,998.8,18.3
Himachal Pradesh,2024-02-15,-13.2,0.0,69.8,-20.5,-9.0,26.7,743.9,-13.2
Jharkhand,2024-02-15,17.1,1.1,71.9,10.9,24.7,8.2,985.8,17.1
Karnataka,2024-02-15,15.6,0.5,78.6,10.9,20.5,13.3,921.3,15.6
Kerala,2024-02-15,22.4,0.0,98.0,18.0,26.9,15.0,1011.0,22.4
Madhya Pradesh,2024-02-15,17.1,0.7,52.7,12.7,19.7,14.4,943.0,17.1
Maharashtra,2024-02-15,18.0,0.0,56.1,11.7,22.6,14.0,934.0,18.0
Manipur,2024-02-15,13.7,1.7,66.7,8.6,19.7,8.4,918.3,13.7
Meghalaya,2024-02-15,13.8,0.6,83.4,8.9,22.9,4.1,870.5,13.8
Mizoram,2024-02-15,14.1,0.9,86.2,11.0,17.1,3.4,897.3,14.1
Nagaland,2024-02-15,13.9,0.0,75.0,4.0,22.2,2.9,870.5,13.9
Odisha,2024-02-15,26.2,0.3,68.8,16.6,33.7,9.0,998.3,26.2
Punjab,2024-02-15,11.2,0.1,64.6,5.0,18.3,3.5,986.5,11.2
Rajasthan,2024-02-15,15.3,0.0,43.8,6.7,25.4,12.9,989.4,15.3
Sikkim,2024-02-15,-9.7,0.2,70.9,-16.1,-2.3,31.4,786.3,-9.7
Tamil Nadu,2024-02-15,26.7,0.2,98.0,24.6,30.4,19.0,1006.3,26.7
Telangana,2024-02-15,18.6,0.0,41.6,14.9,24.3,8.8,967.3,18.6
Tripura,2024-02-15,27.2,0.3,73.4,17.6,34.7,6.7,999.4,29.5
Uttar Pradesh,2024-02-15,17.7,0.0,50.5,12.3,22.1,9.1,1004.9,17.7
Uttarakhand,2024-02-15,5.3,0.9,60.4,-3.4,14.4,33.3,858.0,5.3
West Bengal,2024-02-15,20.8,0.0,84.1,12.2,27.4,10.8,1017.9,20.8
Andaman and Nicobar Islands,2024-02-15,22.6,25.6,98.0,16.8,23.1,15.2,998.2,22.6
Chandigarh,2024-02-15,18.8,0.0,49.6,13.4,28.1,6.9,978.9,18.8
Dadra and Nagar Haveli and Daman and Diu,2024-02-15,21.3,0.0,94.2,17.5,29.2,18.1,1014.7,21.3
Delhi,2024-02-15,17.2,6.6,36.5,11.9,25.8,10.1,991.2,17.2
Jammu and Kashmir,2024-02-15,-10.7,14.9,83.6,-16.9,-4.0,29.4,811.9,-10.7
Ladakh,2024-02-15,-27.8,0.0,20.6,-33.8,-20.5,15.4,603.1,-27.8
Lakshadweep,2024-02-15,28.4,0.0,98.0,27.0,33.4,14.2,1016.7,37.4
Puducherry,2024-02-15,24.3,0.5,98.0,21.5,26.6,16.0,1018.1,24.3
Andhra Pradesh,2024-02-16,27.7,0.3,73.0,23.9,32.7,5.5,985.2,30.5
Arunachal Pradesh,2024-02-16,-5.3,0.0,74.9,-9.0,0.1,35.8,783.3,-5.3
Assam,2024-02-16,19.0,0.0,68.2,11.7,26.6,8.0,999.8,19.0
Bihar,2024-02-16,23.2,0.0,78.7,13.7,32.3,7.3,997.3,23.2
Chhattisgarh,2024-02-16,18.8,1.6,57.7,9.1,25.7,6.2,989.7,18.8
Goa,2024-02-16,25.9,0.0,93.6,23.0,28.7,20.8,1024.3,25.9
Gujarat,2024-02-16,18.2,0.0,15.0,5.2,29.6,9.7,1007.9,18.2
Haryana,2024-02-16,19.2,0.0,47.6,15.0,25.5,10.0,985.5,19.2
Himachal Pradesh,2024-02-16,-13.7,0.2,74.8,-20.6,-8.3,33.2,753.8,-13.7
Jharkhand,2024-02-16,22.4,0.2,80.0,18.0,28.2,7.2,990.9,22.4
Karnataka,2024-02-16,20.8,0.5,53.2,13.7,27.1,7.1,916.8,20.8
Kerala,2024-02-16,25.0,0.6,93.3,19.2,28.6,11.1,1016.1,25.0
Madhya Pradesh,2024-02-16,11.9,0.1,70.7,9.6,17.4,0.0,959.8,11.9
Maharashtra,2024-02-16,10.3,0.7,56.6,2.9,19.4,17.2,942.2,10.3
Manipur,2024-02-16,8.9,0.4,84.0,5.3,12.0,4.5,921.5,8.9
Meghalaya,2024-02-16,10.4,0.7,86.8,5.0,14.1,5.1,871.5,10.4
Mizoram,2024-02-16,7.1,0.3,80.0,5.6,8.3,9.6,901.0,7.1
Nagaland,2024-02-16,4.1,0.5,84.8,-5.3,12.3,15.1,876.7,4.1
Odisha,2024-02-16,21.6,0.0,68.0,17.2,28.3,10.8,1006.7,21.6
Punjab,2024-02-16,19.2,0.0,48.8,16.5,22.1,4.5,981.9,19.2
Rajasthan,2024-02-16,20.2,1.1,15.0,14.8,26.6,12.0,975.7,20.2
Sikkim,2024-02-16,-7.3,0.0,85.2,-12.9,1.8,30.2,780.8,-7.3
Tamil Nadu,2024-02-16,28.4,0.8,86.1,19.6,33.4,12.2,1006.2,34.2
Telangana,2024-02-16,18.7,0.0,34.7,12.0,26.9,7.1,969.9,18.7
Tripura,2024-02-16,22.0,0.0,74.5,14.2,30.5,9.6,1000.2,22.0
Uttar Pradesh,2024-02-16,19.7,1.4,43.0,15.5,24.2,10.3,1005.4,19.7
Uttarakhand,2024-02-16,0.9,0.2,74.5,-7.0,9.8,31.4,872.8,0.9
West Bengal,2024-02-16,23.5,0.0,69.4,21.3,27.7,10.8,1015.5,23.5
Andaman and Nicobar Islands,2024-02-16,21.9,1.2,98.0,21.8,24.5,14.3,1003.0,21.9
Chandigarh,2024-02-16,19.2,0.0,56.9,16.8,21.5,6.1,971.9,19.2
Dadra and Nagar Haveli and Daman and Diu,2024-02-16,24.1,0.8,86.7,22.2,24.6,11.4,1019.6,24.1
Delhi,2024-02-16,17.5,0.1,32.9,15.2,23.7,6.1,991.4,17.5
Jammu and Kashmir,2024-02-16,-13.5,0.0,74.7,-19.0,-6.0,32.7,813.7,-13.5
Ladakh,2024-02-16,-25.3,0.7,23.8,-31.6,-18.8,10.1,590.7,-25.3
Lakshadweep,2024-02-16,25.9,0.9,95.2,24.4,26.3,25.2,1010.5,25.9
Puducherry,2024-02-16,26.5,0.0,88.7,21.2,30.5,11.0,1015.5,26.5
Andhra Pradesh,2024-02-17,26.6,0.0,72.7,19.6,31.4,13.3,991.7,26.6
Arunachal Pradesh,2024-02-17,-7.2,0.1,79.5,-14.4,-1.8,32.5,769.5,-7.2
Assam,2024-02-17,23.6,0.0,68.6,19.1,29.2,5.2,997.8,23.6
Bihar,2024-02-17,19.3,4.4,64.9,15.9,23.4,7.2,1014.4,19.3
Chhattisgarh,2024-02-17,19.0,1.2,63.5,17.6,20.9,12.3,978.3,19.0
Goa,2024-02-17,27.1,0.0,94.5,25.2,30.6,15.4,1012.0,32.1
Gujarat,2024-02-17,22.3,0.9,15.0,7.9,35.0,6.8,1005.1,22.3
Haryana,2024-02-17,19.3,0.0,39.7,15.5,23.8,1.2,995.1,19.3
Himachal Pradesh,2024-02-17,-9.2,0.0,74.9,-15.7,-2.9,37.9,751.1,-9.2
Jharkhand,2024-02-17,16.7,0.0,55.8,9.4,25.5,9.3,971.6,16.7
Karnataka,2024-02-17,13.6,1.4,57.4,6.7,15.9,17.2,924.6,13.6
Kerala,2024-02-17,22.7,0.0,98.0,20.6,27.0,11.7,1013.8,22.7
Madhya Pradesh,2024-02-17,13.2,0.4,70.0,7.5,16.8,4.5,948.0,13.2
Maharashtra,2024-02-17,13.2,0.0,37.3,6.6,19.7,12.2,951.9,13.2
Manipur,2024-02-17,9.3,0.0,88.2,-1.7,19.3,13.5,922.8,9.3
Meghalaya,2024-02-17,13.3,0.9,77.5,7.0,20.1,13.9,866.7,13.3
Mizoram,2024-02-17,8.9,0.0,92.2,3.4,15.4,11.1,899.4,8.9
Nagaland,2024-02-17,4.8,0.5,77.5,-2.2,14.5,9.1,878.2,4.8
Odisha,2024-02-17,19.8,0.0,64.3,13.7,27.9,15.2,1014.0,19.8
Punjab,2024-02-17,15.1,0.0,65.9,9.1,20.0,3.3,991.7,15.1
Rajasthan,2024-02-17,20.1,0.0,15.0,9.0,32.3,7.4,984.6,20.1
Sikkim,2024-02-17,-5.7,4.2,42.3,-15.1,2.1,40.2,801.7,-5.7
Tamil Nadu,2024-02-17,19.0,1.5,88.5,16.5,23.0,14.1,1000.4,19.0
Telangana,2024-02-17,26.0,0.6,40.7,23.3,29.5,19.0,951.1,26.0
Tripura,2024-02-17,14.1,2.3,72.1,8.8,18.4,6.0,1004.9,14.1
Uttar Pradesh,2024-02-17,21.4,0.7,52.8,13.5,27.0,8.7,995.9,21.4
Uttarakhand,2024-02-17,-3.1,0.9,82.2,-8.8,-0.2,25.6,867.9,-3.1
West Bengal,2024-02-17,20.8,0.0,72.0,14.9,28.7,12.6,1018.0,20.8
Andaman and Nicobar Islands,2024-02-17,21.8,0.0,98.0,16.1,28.9,13.9,1005.2,21.8
Chandigarh,2024-02-17,19.6,0.1,51.3,14.6,21.3,1.8,974.8,19.6
Dadra and Nagar Haveli and Daman and Diu,2024-02-17,27.2,0.3,85.8,22.8,29.7,11.4,1019.2,30.8
Delhi,2024-02-17,17.9,0.3,53.5,12.1,25.9,3.4,991.1,17.9
Jammu and Kashmir,2024-02-17,-9.5,1.0,86.6,-17.9,-0.4,37.7,817.2,-9.5
Ladakh,2024-02-17,-25.6,0.0,31.8,-34.1,-19.9,11.1,604.1,-25.6
Lakshadweep,2024-02-17,25.3,1.6,98.0,19.7,30.2,14.9,1010.1,25.3
Puducherry,2024-02-17,27.5,0.0,85.2,24.7,31.9,15.6,1028.5,31.5
Andhra Pradesh,2024-02-18,25.9,0.1,75.8,20.3,33.0,8.1,1006.2,25.9
Arunachal Pradesh,2024-02-18,-3.1,0.8,69.0,-11.7,3.0,36.6,768.7,-3.1
Assam,2024-02-18,21.7,0.0,70.2,15.4,27.6,3.2,997.1,21.7
Bihar,2024-02-18,23.3,0.8,75.1,16.1,30.0,12.0,1006.4,23.3
Chhattisgarh,2024-02-18,20.9,0.0,66.5,15.3,25.7,6.1,978.3,20.9
Goa,2024-02-18,30.1,0.0,84.5,27.8,31.4,18.6,1015.8,39.3
Gujarat,2024-02-18,19.3,0.0,17.0,5.8,26.8,17.2,1009.4,19.3
Haryana,2024-02-18,19.2,0.0,29.6,14.6,21.9,10.0,996.9,19.2
Himachal Pradesh,2024-02-18,-12.1,0.0,78.6,-20.1,-6.1,37.5,736.1,-12.1
Jharkhand,2024-02-18,17.3,0.0,74.7,12.3,21.7,11.4,985.4,17.3
Karnataka,2024-02-18,17.6,0.7,60.7,9.6,28.3,9.6,925.9,17.6
Kerala,2024-02-18,27.2,0.0,96.0,22.3,33.6,18.4,997.4,32.8
Madhya Pradesh,2024-02-18,19.7,0.4,39.7,18.6,23.9,6.4,959.7,19.7
Maharashtra,2024-02-18,20.7,1.2,37.7,16.2,24.7,7.4,938.9,20.7
Manipur,2024-02-18,11.8,0.0,83.8,9.1,15.9,7.1,926.4,11.8
Meghalaya,2024-02-18,10.5,0.5,81.9,2.8,20.0,3.1,868.7,10.5
Mizoram,2024-02-18,9.3,0.0,71.4,2.6,14.3,5.8,907.4,9.3
Nagaland,2024-02-18,5.6,1.3,88.9,-3.4,15.2,7.6,860.8,5.6
Odisha,2024-02-18,25.6,0.5,60.5,21.0,30.8,9.6,1002.4,25.6
Punjab,2024-02-18,16.5,0.0,49.1,12.8,20.7,12.7,987.5,16.5
Rajasthan,2024-02-18,15.7,1.3,18.8,3.5,26.1,3.9,984.9,15.7
Sikkim,2024-02-18,-4.6,5.7,68.7,-9.3,-1.5,40.8,788.7,-4.6
Tamil Nadu,2024-02-18,30.2,0.0,90.1,27.6,32.9,11.2,1007.8,41.7
Telangana,2024-02-18,18.7,0.0,53.8,11.3,28.0,14.0,949.6,18.7
Tripura,2024-02-18,19.5,1.3,72.1,11.4,24.9,11.4,1005.1,19.5
Uttar Pradesh,2024-02-18,18.9,1.2,48.0,13.3,22.7,12.6,999.4,18.9
Uttarakhand,2024-02-18,-3.8,0.0,71.3,-6.3,-3.2,32.6,863.2,-3.8
West Bengal,2024-02-18,21.7,3.3,67.7,12.8,31.3,16.1,1021.5,21.7
Andaman and Nicobar Islands,2024-02-18,25.4,0.7,98.0,23.0,26.0,18.1,1019.3,25.4
Chandigarh,2024-02-18,19.1,0.1,48.8,13.4,25.0,18.5,989.5,19.1
Dadra and Nagar Haveli and Daman and Diu,2024-02-18,24.4,0.0,85.7,19.8,27.0,14.3,1017.2,24.4
Delhi,2024-02-18,20.3,0.3,33.1,11.3,28.8,8.8,1002.1,20.3
Jammu and Kashmir,2024-02-18,-10.0,0.0,75.6,-19.2,-1.0,29.9,819.6,-10.0
Ladakh,2024-02-18,-24.4,0.0,26.6,-36.7,-11.6,10.4,604.1,-24.4
Lakshadweep,2024-02-18,28.7,0.0,97.6,23.8,34.8,14.7,1028.4,38.4
Puducherry,2024-02-18,25.8,0.0,98.0,22.7,34.1,17.7,1011.5,25.8
Andhra Pradesh,2024-02-19,22.3,0.0,66.9,21.7,26.1,10.9,997.4,22.3
Arunachal Pradesh,2024-02-19,-6.2,1.6,68.5,-17.0,4.9,31.9,763.1,-6.2
Assam,2024-02-19,21.6,0.7,73.4,13.1,30.0,5.3,1002.2,21.6
Bihar,2024-02-19,25.2,0.1,76.2,16.9,35.2,1.8,997.6,25.2
Chhattisgarh,2024-02-19,23.2,0.2,64.0,15.9,35.4,12.8,984.6,23.2
Goa,2024-02-19,25.6,0.0,95.1,19.5,31.0,10.6,1018.7,25.6
Gujarat,2024-02-19,22.7,1.2,15.0,12.3,31.3,15.5,1007.4,22.7
Haryana,2024-02-19,17.4,0.0,35.6,15.0,20.8,4.8,985.1,17.4
Himachal Pradesh,2024-02-19,-15.5,0.8,82.6,-18.0,-10.5,32.7,754.2,-15.5
Jharkhand,2024-02-19,18.7,2.0,68.7,14.7,25.2,4.8,971.2,18.7
Karnataka,2024-02-19,19.6,7.7,55.6,17.8,20.9,8.4,917.9,19.6
Kerala,2024-02-19,22.9,0.0,94.5,18.3,27.8,8.9,996.8,22.9
Madhya Pradesh,2024-02-19,16.3,0.0,57.6,8.4,20.1,6.7,960.8,16.3
Maharashtra,2024-02-19,14.3,0.0,60.3,10.5,18.6,9.9,953.5,14.3
Manipur,2024-02-19,8.2,0.4,90.4,2.2,11.5,10.3,910.4,8.2
Meghalaya,2024-02-19,8.8,0.0,77.8,4.5,16.4,9.0,871.5,8.8
Mizoram,2024-02-19,9.1,0.0,96.6,-0.6,17.7,7.5,906.6,9.1
Nagaland,2024-02-19,7.0,0.2,79.8,1.2,12.2,9.9,865.0,7.0
Odisha,2024-02-19,26.5,0.0,63.8,21.8,30.4,4.2,994.6,26.5
Punjab,2024-02-19,19.5,0.0,55.3,12.9,27.4,8.8,980.9,19.5
Rajasthan,2024-02-19,23.2,0.0,15.0,16.9,28.3,13.1,991.9,23.2
Sikkim,2024-02-19,-11.4,0.7,74.4,-17.0,-6.0,34.5,783.5,-11.4
Tamil Nadu,2024-02-19,29.8,0.0,94.8,27.5,32.1,18.2,1003.1,41.6
Telangana,2024-02-19,18.1,0.0,37.4,14.9,19.8,13.4,957.7,18.1
Tripura,2024-02-19,22.2,1.4,84.3,14.0,30.2,13.8,1004.7,22.2
Uttar Pradesh,2024-02-19,20.1,0.1,53.7,13.4,26.1,8.0,1004.7,20.1
Uttarakhand,2024-02-19,-0.7,1.5,68.0,-6.2,5.8,35.0,859.7,-0.7
West Bengal,2024-02-19,24.7,0.0,70.0,19.6,27.1,16.0,1010.8,24.7
Andaman and Nicobar Islands,2024-02-19,21.8,0.6,89.7,19.1,25.4,10.6,1011.1,21.8
Chandigarh,2024-02-19,17.6,0.0,59.8,10.6,26.6,11.6,976.1,17.6
Dadra and Nagar Haveli and Daman and Diu,2024-02-19,19.3,0.9,98.0,18.8,23.8,17.1,1008.9,19.3
Delhi,2024-02-19,16.3,1.1,33.1,10.0,23.0,4.8,995.3,16.3
Jammu and Kashmir,2024-02-19,-13.7,0.7,84.3,-19.9,-7.7,30.1,808.1,-13.7
Ladakh,2024-02-19,-26.3,0.0,32.2,-33.5,-21.8,11.0,605.6,-26.3
Lakshadweep,2024-02-19,24.7,1.9,98.0,20.0,30.8,26.3,1010.6,24.7
Puducherry,2024-02-19,22.2,0.0,95.1,19.7,25.2,19.5,1021.9,22.2
Andhra Pradesh,2024-02-20,25.8,0.4,52.9,23.4,30.3,18.5,1012.0,25.8
Arunachal Pradesh,2024-02-20,-8.9,0.0,69.1,-13.2,-5.6,37.2,769.9,-8.9
Assam,2024-02-20,18.1,0.0,79.2,14.1,23.0,8.2,1012.9,18.1
Bihar,2024-02-20,22.5,1.0,77.2,14.8,32.7,8.0,1025.6,22.5
Chhattisgarh,2024-02-20,24.2,0.0,78.5,23.0,27.0,5.2,984.7,24.2
Goa,2024-02-20,27.4,0.0,85.9,25.0,28.0,8.0,1010.8,31.5
Gujarat,2024-02-20,20.4,0.0,33.3,4.9,38.0,15.9,1003.3,20.4
Haryana,2024-02-20,22.3,0.9,40.2,16.1,28.1,5.1,985.3,22.3
Himachal Pradesh,2024-02-20,-12.3,0.0,65.3,-18.8,-6.2,34.4,743.3,-12.3
Jharkhand,2024-02-20,16.2,0.0,77.7,14.1,21.4,8.7,984.5,16.2
